Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Days,Marital,Spent,Family_Size,col1,col2,col3,col4,clusters
0,72679,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,619,2,1168,2,-2.292280461,-0.404570423,-1.581478949,0.229064471,0
0,65316,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,472,1,260,4,0.90245763,0.83464928,-1.267686623,-0.0228947,1
0,28567,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,526,2,46,2,1.915713124,-1.331430922,0.293973875,0.750534903,2
0,44931,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,741,3,96,3,1.084296256,-0.586428818,-1.085098887,-1.450372844,1
0,76982,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,769,0,1062,1,-2.408475627,-1.307697963,1.645433267,-1.84873579,3
2,57247,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,578,3,232,3,0.065017502,-0.180824909,-1.405666022,-0.163000101,1
1,22944,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,715,2,76,2,2.16766936,-1.102136472,0.260325311,0.708350361,2
2,25315,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,550,3,54,3,2.617017825,-0.496914329,0.678792964,0.489402151,2
0,43638,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,152,0,201,2,0.612923194,0.413275206,0.953495962,0.116299294,2
1,42710,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,325,2,406,2,0.535133589,-0.73303677,1.098069087,0.555218294,2
1,84169,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,547,1,1919,2,-3.471532719,-0.626703519,1.773606705,-1.695348582,3
0,54058,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,454,3,662,3,-1.16100827,0.661475939,-1.186462308,0.510700569,0
2,24683,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,938,1,41,3,2.200849682,-1.484059376,-0.955636714,0.618601651,1
0,85620,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,905,0,1600,1,-3.265940484,-2.188974709,0.293993513,-0.942721625,3
0,47850,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,429,1,134,3,1.491527892,-0.774805159,0.009037409,0.888851195,2
0,19514,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,749,1,69,4,2.719645364,0.97276342,0.930700862,-1.400068116,1
1,27159,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,811,1,21,4,2.855952058,-0.085877708,-1.059570305,-1.296968677,1
2,39548,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,813,2,54,3,1.844349534,-0.726310146,-1.701118649,0.216165872,1
0,21474,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,939,2,91,2,1.753331362,-1.684011334,1.66382868,-2.129632405,2
1,60504,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,906,2,526,2,-0.644717348,0.185685743,-1.319355004,0.127917506,0
0,22419,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,466,1,162,2,1.238244108,-1.340827634,0.704071959,1.289496358,2
1,81698,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,520,1,1008,2,-3.71416906,-0.992748842,1.142227985,-1.882943737,3
1,54880,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,361,2,795,2,-0.744597622,-0.012795357,0.487894546,0.969352128,0
0,79908,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,482,1,1772,2,-3.072210136,-0.771586813,-0.173668358,-0.230720432,0
2,15315,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,425,1,64,2,1.365303692,-1.564271813,1.04357436,-0.150108636,2
0,87771,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,500,3,1957,3,-2.919702876,0.858083694,0.62379023,-0.104756248,3
0,33039,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,610,1,78,3,1.807308275,-1.320051362,0.092389338,-1.194086738,1
0,81741,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,525,2,1572,1,-3.382634146,-1.369300596,-0.513627106,1.226097886,0
1,48799,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,489,0,331,2,-0.31999637,0.013423236,-0.072497816,-1.44057526,1
1,52157,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,910,3,265,3,0.37165294,-0.258290386,-1.821639177,-0.58105277,1
1,29298,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,548,3,11,4,2.760212588,-0.215052363,-1.128871214,0.23229414,1
0,47691,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,485,2,21,2,1.203636767,-0.849553582,-0.383780725,0.02988514,1
0,38200,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,186,3,17,4,2.735820042,0.413037908,0.068692782,-0.1087979,1
1,38443,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,750,1,38,4,2.744495246,0.141084169,-1.070398017,-0.5382877,1
2,38593,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,614,2,177,2,1.728088587,-0.762563003,0.931455778,0.160108846,2
1,64413,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,366,3,279,3,0.082518476,0.399124814,-0.394044879,-0.213679023,1
1,36959,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,399,1,62,3,2.315111148,-0.632575633,0.789067901,0.575784239,2
0,51287,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,727,1,182,4,1.959865118,0.995020847,-0.66558238,-1.714078114,1
1,47472,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,617,3,75,4,2.10310816,0.338349138,-1.192234468,-0.493569444,1
2,47821,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,651,3,47,4,2.716856298,0.019601952,-0.872004582,-0.087196584,1
1,27450,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,463,1,143,2,1.202202088,-1.587399099,0.738148036,0.698353179,2
0,39453,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,786,3,55,3,2.047566162,-1.105350065,-0.814503845,0.531888569,1
2,26850,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,831,3,63,4,2.42681417,0.421767015,-1.113586531,-1.638083849,1
0,79800,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,259,0,1867,1,-4.154030679,-0.917181953,2.193609023,0.289292296,3
1,61794,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,615,1,611,3,-1.309849572,0.460984698,-1.597415359,0.11032458,0
0,24221,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,590,3,55,2,1.036581387,-2.034588139,-0.692041313,1.815457583,2
1,39684,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,337,2,81,2,1.667698904,-0.971571046,2.990118485,2.257561617,2
1,92163,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,339,1,2086,2,-4.343555215,-0.958663064,1.818624165,-0.962116906,3
1,69882,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,642,2,1478,1,-3.169041979,-1.689464146,-0.948657628,1.460496477,0
0,33178,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,753,3,49,3,1.957394989,-1.747019069,-0.646200894,-0.929718079,1
1,59973,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,671,1,382,2,-1.294533827,-1.708099934,-0.803343477,-0.268835832,0
1,17459,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,620,3,69,3,2.228946718,-0.727764172,2.113090576,-1.250175508,2
0,23910,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,292,0,67,2,2.004098254,-1.295130715,0.956031602,1.383643161,2
1,42169,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,650,1,30,4,2.791674132,0.315695615,-0.420947258,-1.335020016,1
2,26224,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,454,1,63,3,2.23918492,-0.701155968,0.826632985,-0.075042651,2
0,31089,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,222,3,79,3,2.224786923,0.088548346,0.916985536,1.44670403,2
0,30081,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,410,2,42,2,1.54343795,-0.716300462,0.170256625,-0.123230323,2
0,72906,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,618,2,1151,1,-2.643133863,-1.688982573,-1.010355924,1.102117942,0
1,21888,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,356,2,213,2,1.935881938,-0.023779048,3.640321444,-0.661728121,2
0,42429,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,1029,0,67,2,0.978102761,-1.104628651,-1.871679269,0.13443641,1
0,26150,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,665,0,28,4,3.49533611,0.030508624,-0.857604027,-0.461069679,1
2,30801,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,292,1,45,3,1.949862061,-0.033303037,0.654839946,-0.530034858,2
0,81168,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,909,1,1193,2,-2.324821659,-1.045366649,-1.442014577,0.454565927,0
1,26877,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,589,2,268,1,0.361945203,-1.592599493,0.392949018,1.281571559,2
1,45006,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,557,0,266,1,-0.578390901,-1.95400864,-0.130846119,1.094402035,0
2,18978,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,309,1,37,3,2.774280987,-1.13834465,1.296036909,0.345524938,2
0,22574,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,659,1,37,5,3.829735377,0.848154264,-0.835218283,-1.215065459,1
1,48240,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,247,2,882,1,-2.259635268,-0.015492912,2.412686535,1.044043169,3
1,35791,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,514,2,35,4,3.555006151,0.563172526,-0.722723048,1.0360198,1
0,54162,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,435,0,42,3,1.584925486,-0.393011328,-0.551123697,-0.950596873,1
1,30522,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,222,1,326,3,0.263248037,0.958910942,0.11387368,-0.961685215,1
1,54456,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,669,1,404,3,0.102047351,0.9702427,-0.449741254,-1.151888959,1
0,31632,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,553,2,95,1,0.941463423,-2.050958296,0.268344314,1.859301941,2
0,72298,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,999,0,939,1,-2.102583318,-2.205880095,-1.293550466,-0.733144743,0
2,36975,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,720,2,33,2,2.06969022,-1.980106086,0.216443749,0.117277035,2
2,72635,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,423,1,981,2,-2.406975735,-0.781193003,0.286221977,0.409394921,0
0,13624,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,378,1,36,3,2.476575754,-0.795581696,0.255709997,1.652696873,2
0,84196,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,423,2,1237,2,-2.513015613,0.647961216,-0.774912162,0.38831409,0
0,28769,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,345,2,191,2,1.786142925,-0.204843681,1.120574762,1.742187238,2
1,69084,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,681,1,1586,3,-1.321469759,0.79562642,0.130865515,-0.113782575,0
1,65488,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,887,3,963,2,-1.631866619,-1.880352085,-1.440747738,-0.206001411,0
2,32218,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,769,2,93,1,0.632378585,-2.448059545,2.126171507,-1.121343606,2
0,83917,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,466,2,1587,1,-3.733127221,-0.996922858,1.852376564,-1.066357797,3
0,46102,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,999,0,16,4,3.262611521,-0.328718489,-1.236508703,-2.645451865,1
0,84574,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,454,2,1375,1,-4.288202141,-0.008548892,0.186044897,1.495348483,3
0,56181,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,571,1,393,3,-0.296846856,0.134552356,-0.773396946,-1.467795999,1
0,73691,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,520,1,1179,3,-1.699738311,0.865898157,-1.322185518,-0.120509911,0
1,76140,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,856,3,1348,2,-2.865669475,-1.280578857,-1.233945906,0.234542029,0
0,45906,0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,544,2,486,2,-0.308673142,0.071929223,-0.199654352,-0.595433466,1
1,77632,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,634,3,2252,2,-2.815107747,-1.216474365,0.612736497,0.220117328,3
0,105471,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,379,3,1724,2,-5.068055208,0.186482783,1.187811055,-0.203381503,3
1,55282,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,705,0,235,2,0.431443336,-1.600629302,0.087396445,-1.47625433,1
0,66886,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,617,3,599,3,-0.571015305,0.958331192,-1.001428423,-0.503827453,0
1,98777,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,771,2,2008,1,-4.094798338,-1.837640314,-0.847314349,-0.709811134,0
0,29103,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,232,3,48,3,2.663683977,-0.485480093,1.089979781,0.970582656,2
1,50616,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,826,3,67,3,0.660594478,-1.004677628,-2.262442588,0.027298805,1
0,61278,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,814,3,165,3,0.701313012,0.071696024,-1.854021642,0.701536219,1
2,26490,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,258,3,210,2,0.85123361,-0.953687495,0.751341537,2.316153017,2
0,19986,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,676,1,22,3,2.667413395,-1.55920783,-0.292364296,0.66458145,2
0,58330,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,717,0,1064,2,-2.225210817,0.409240212,-1.381820133,0.459303324,0
2,25965,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,183,1,74,2,1.565543429,-1.346616419,1.882184939,0.408427718,2
1,14661,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,359,3,26,2,1.665836441,-1.769761079,0.379361432,2.110456845,2
0,18690,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,355,1,60,2,1.695176668,-1.550650858,0.845922053,1.538983035,2
1,45068,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,494,3,20,3,1.758506596,-0.43993503,-0.328519151,-0.378497145,1
2,21063,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,626,2,59,2,2.176615591,-1.635168668,0.640077954,-0.118828323,2
1,29187,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,606,1,34,3,2.558753077,-1.317342613,0.394081785,-0.081588821,2
2,54690,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,550,1,198,4,1.33349345,0.734874341,-1.227884778,-0.021015294,1
0,66731,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,336,0,1029,2,-1.307959021,0.821951325,-0.018185845,-0.512542738,0
0,77353,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,708,1,670,3,-1.413072945,0.81881154,-1.335183943,-0.894333688,0
1,52614,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,4,2,990,2,-0.573186945,0.785060082,0.978250265,1.546531209,0
0,26751,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,865,1,11,4,3.644359606,-1.095922003,-0.362523669,-1.084305333,1
0,70337,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,755,2,576,1,-2.130635856,-1.910075749,-1.460919388,0.732758281,0
2,36145,1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,525,1,172,3,1.89678334,0.05247811,2.928795231,-1.539780854,2
1,65295,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,715,2,664,1,-2.258017204,-1.695862641,-0.536648273,-0.629532832,0
0,68118,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,649,0,928,2,-1.924392352,0.743755022,-0.276377269,-0.342244563,0
0,68743,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,235,0,2074,1,-3.850343203,0.701855583,1.280461953,1.848207422,3
2,41039,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,564,3,467,2,0.162556945,-0.631964388,0.938240916,0.321231006,2
0,38946,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,655,3,257,3,0.707377942,0.174962221,-1.50563625,0.966377545,1
0,65777,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,711,3,1146,2,-2.30236977,-1.629439873,-1.547613915,1.28171782,0
1,66476,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,542,0,689,2,-1.451564572,0.495853576,-0.978181411,0.884294228,0
1,86857,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,336,2,2114,1,-4.340759665,-0.839904312,1.344732478,1.275280566,3
1,77845,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,859,3,1346,2,-2.939423156,-1.353851413,-1.55593983,-0.27956076,0
1,69476,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,631,3,1044,2,-1.824765953,-1.487442149,-0.285347297,-0.854898792,0
0,61209,0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,595,2,957,1,-1.656038866,-1.718734898,-0.46554509,1.030805821,0
1,42315,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,699,3,270,3,0.475232859,-0.158051878,-1.754776899,0.864474357,1
2,13084,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,400,3,29,2,1.753440467,-1.942663939,0.945789477,0.434042963,2
1,47570,1,1,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,507,0,121,3,1.616924267,0.322952137,1.91534557,-2.462488209,2
1,61923,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,565,1,126,4,0.791780409,0.913977036,-2.425620068,0.126647472,1
0,34824,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,808,2,23,1,1.064881213,-2.572870496,-0.297341471,0.633872698,2
1,26518,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,574,2,57,3,2.41984802,0.291504988,1.564424534,-1.21732784,2
0,45938,0,0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,428,2,636,1,-1.23146002,-0.493236813,0.945528162,0.89297965,0
0,78468,0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,970,3,1004,2,-3.085767381,-0.304250872,-1.081964788,-0.513088173,0
0,71427,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,1060,1,614,4,0.315388699,0.30550035,-1.461130209,-1.65130802,1
0,71022,0,1,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,1029,0,1453,2,-1.506762258,0.777961112,-0.930446918,-1.447315392,0
1,90247,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,842,2,1621,1,-3.336251454,-2.052749691,0.569946762,-1.551755494,3
1,41335,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,718,0,187,2,1.347287103,-0.827074096,0.716332072,-0.916101897,2
0,71952,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,632,1,1443,3,-1.538668165,0.448103012,-0.763985388,1.096755104,0
1,35682,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,901,0,57,2,1.22435696,-2.535017824,-0.706391557,-1.214692649,1
0,43185,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,635,0,637,2,-0.456669476,0.959622851,-0.150689145,0.803038587,0
1,66375,0,1,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,683,3,948,3,-0.160368103,0.621735228,-1.281574727,1.206691821,0
1,35178,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,632,1,59,3,1.942110872,-1.51016212,1.966525647,-1.849637221,2
0,25252,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,699,1,18,3,2.712218932,-1.435200303,0.232023977,-0.609895023,2
0,33249,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,409,2,112,2,1.622848972,-1.201282325,0.905885639,-0.26545987,2
0,58398,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,492,3,596,2,-1.266912438,-0.254536084,-0.09860654,0.647506828,0
0,50272,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,547,3,233,3,1.31274028,0.014277555,-0.200982638,1.273903369,2
1,76618,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,186,1,1511,2,-1.974205918,-1.129012233,0.141319361,0.962194845,0
2,87305,0,0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,259,0,1152,1,-3.03999363,-1.215709727,2.457924365,-1.250283698,3
0,25851,1,0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,664,3,48,3,2.431523122,-0.973943757,-0.138078581,0.3498033,2
0,45160,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,811,2,21,3,2.35780497,-0.63196377,-0.866979885,-1.536887498,1
1,74806,0,1,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,346,1,965,3,-1.139081241,0.785628006,0.010779714,-1.323154045,0
0,59111,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,394,1,869,2,-1.380913252,0.384930069,0.528843098,1.765406193,0
1,18988,1,0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,866,1,16,3,2.724066896,-1.4366765,-0.178690972,-0.529243224,2
0,72190,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,402,1,1947,2,-2.595288907,-0.760296118,-0.08856906,1.261622882,0
0,7500,1,0,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,0,1,71,3,2.508726103,0.81484182,4.017518354,-0.258640408,2
0,44794,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,941,1,65,3,1.365021348,-0.648412238,-1.979032704,0.406792347,1
0,80395,0,0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,685,1,1380,2,-3.283023724,-0.571594532,-1.034118605,0.276602671,0
1,75012,0,0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,748,0,1027,1,-3.339681726,-1.74223007,-0.660627637,-0.579726807,0
0,89891,0,0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,463,3,836,2,-2.994310477,0.22822009,0.11084824,-0.062123743,0
1,35946,1,1,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,628,0,11,3,2.266079688,-0.809875167,-0.51293061,-1.401495227,1
0,89694,1,1,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,611,0,1472,3,-0.669615274,0.970376846,-0.592080746,-1.434706412,0
0,72025,0,0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,842,1,1677,2,-3.969917886,-0.940121288,0.270923096,-1.103880549,3
1,70545,0,1,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,788,3,334,3,-0.532486392,-0.270586874,-1.920334581,-1.033949279,0
2,17487,1,0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,435,1,18,3,2.813386902,-1.430308811,0.944749546,-0.024877961,2
1,34941,1,1,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,512,3,97,4,2.720612509,0.718192869,-0.238525443,-0.45107018,1
2,38702,1,0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,366,3,109,3,1.878826938,-0.616048102,0.384535933,1.312327757,2
