Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Days,Marital,Spent,Family_Size,col1,col2,col3,col4
0,91065.0,0,0,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,1,411,2,1474,1,-4.390598318099401,-0.6052639463517575,1.7327568744176478,-0.4169844918220874
1,37401.0,1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,879,1,48,3,2.247494978590628,-1.2453368254946857,-0.0655348239878706,-1.3866048739650831
0,30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,865,1,45,3,2.1592289338992763,-1.550739166409492,-0.48076602177184924,-0.8882182718669723
1,18492.0,1,0,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,849,3,10,3,2.9658953085248125,-1.6480607157037082,-0.5082399951757319,0.830201228744607
1,82584.0,0,0,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,1,454,1,1435,2,-2.9363132941208696,-1.2305584402644716,1.2560953534417316,-1.2547982042451338
1,93027.0,0,0,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,461,1,2119,2,-4.0896754777780595,-0.7354741648450741,-0.31325973111258487,0.9841468576156696
0,92910.0,0,0,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0,837,1,1795,2,-4.314387168537146,-0.6167123279810722,-1.4189253622181868,-0.5487718275795123
0,75433.0,1,0,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,847,1,1188,3,-0.9394195124241214,-0.35119707422480345,-0.7646725483936457,-0.9192373296324902
2,10404.0,1,0,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,818,3,43,3,2.5961063626907954,-1.599132707592268,-0.4657863310743236,0.11348899516215513
1,84865.0,0,0,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,1,606,2,1688,1,-3.047160889071972,-1.5989179328885943,1.690777515298618,-1.6469208317214226
0,30015.0,1,0,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,756,2,57,2,1.7642250486962268,-1.7456117065410208,-0.20015154011451197,-0.4512902357061175
1,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,530,3,46,3,1.2640926835945379,-0.5391231739190431,-0.9738172568247642,0.0747937944498341
0,67272.0,0,1,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,713,0,733,2,-1.5607052642836718,0.9051267676369508,-0.5669240612459945,-1.560057795174499
1,51529.0,0,1,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,548,0,467,2,-0.07304222308129207,0.8285115960581776,0.7371913593860753,-1.1409854460525977
1,32011.0,1,0,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,592,1,122,3,2.067641149236557,-0.5395497632816593,0.03620103140129802,1.1087203683203681
2,7500.0,1,0,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0,541,1,36,3,2.985537839836324,-0.9606149702619567,0.5348579520874622,1.4527463347832072
0,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,455,1,34,3,2.494208500880324,-1.08039061538658,0.4628569555628208,0.5820808647133523
1,56223.0,0,1,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0,712,1,156,3,0.5367378883454548,-0.19430585415750323,-1.462069721011035,-0.10548410750572147
0,18100.0,0,0,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,517,1,14,2,1.4951354311358966,-2.1363156176223144,0.48577671997371125,-0.5470946989780963
0,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,357,2,37,2,2.1684402282597084,-1.4352788468037718,1.1990309582509757,-0.029980996987107097
2,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,799,1,34,2,1.882631738294204,-2.0865125448052044,-0.03984431761232484,1.2266344443924952
0,23295.0,0,0,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0,552,0,20,1,1.4782681829575164,-2.190653089254312,0.8089699728766391,0.9580146607871778
1,42618.0,1,0,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0,611,0,192,2,1.4321056274356891,-0.7310738345806099,0.4992318045185178,1.0947940724569398
0,81246.0,0,0,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0,721,2,1379,1,-2.966489240690566,-1.6853318062737508,-1.2334285969339793,1.11846108775048
0,24027.0,1,0,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,607,1,48,3,2.547925445339139,-0.8744722110535609,0.6807682406040677,-0.9357171425296316
1,55707.0,0,1,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0,714,1,428,3,-0.4404664950224677,0.17174053059523056,-1.805673299252193,0.4161652894296191
1,36230.0,1,0,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,648,2,59,2,1.5400130287920595,-1.8362591649210593,0.2135650600130191,-0.640317273377244
2,89572.0,0,0,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,1,251,2,2059,1,-4.272909979004671,-0.4580487103466747,2.5094434275080078,0.08692560647586375
1,42207.0,1,0,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,1,362,1,265,3,1.0343613625773476,0.2433988586045486,2.107924751584366,0.16976371269859886
0,50300.0,0,1,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,868,1,270,3,-0.04787942365121911,-0.2975332597570739,-2.121958901828309,-0.8642568563873464
2,66664.0,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,261,3,1289,2,-2.252623113592608,-0.7322214619967524,0.24946303452734866,1.7863498071537012
0,60597.0,0,1,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1,724,1,893,3,-0.42968315739757057,0.930523213371793,0.978477578284736,-2.4690061602930267
0,70165.0,0,0,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,623,0,926,1,-3.1062954122090463,-1.5795181066309711,-0.682009034870323,0.1989189245264143
1,50520.0,0,1,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,751,0,135,2,0.730206379313791,-0.5467424155166107,-0.3197936640338086,-1.3743183681867563
0,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,900,1,1495,2,-3.017743186709845,-1.5029319178199951,-1.5115193205526682,-0.5534269861007735
0,33183.0,1,0,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0,778,1,120,3,2.0245821334146203,-0.7755992076637667,-0.13933654062505377,-0.2717891869774202
1,66582.0,0,0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,785,2,1288,1,-2.998486295245999,-2.00518326144109,-1.1989027844768323,0.9360342021231681
1,75261.0,0,0,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,1,471,3,1743,2,-2.975306811203823,-1.0282908659890562,1.5006440812016089,-0.961048402808333
0,31880.0,1,0,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,297,0,15,2,2.21455845282522,-1.4380793078342429,1.5635470238332922,-0.38932713372664446
0,37406.0,1,0,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,1,641,1,17,3,2.140958752421051,-1.3637869054010543,1.8423731142937456,-1.562638471025775
0,38415.0,1,1,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0,390,1,44,4,2.6405755793269132,0.6110060169500318,-0.7133614231474568,0.999960194507489
0,20518.0,1,0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,861,2,25,2,2.0186970501959993,-2.267259176117602,-0.6038805487506523,0.19925508778123302
1,41644.0,1,1,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,971,2,31,3,1.9220439300385028,-0.8416307273740068,-2.0651915639224128,-0.53025796085252
1,55842.0,0,1,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,866,1,518,3,-0.40810813483555913,0.33101664519201224,-1.1101427520642495,-1.6087228667912188
1,38961.0,1,0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,722,1,70,3,2.1053631268206927,-1.36449546053773,-0.13955657619437734,0.08690015315506334
1,37760.0,1,0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,670,0,54,2,1.7158781943953543,-1.8013862568145387,0.24513809635058068,-0.11470401733661907
0,32233.0,1,0,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1,224,2,296,2,1.1454637569237307,-0.24629795907632743,3.38072741981674,-0.14645290717445522
0,43057.0,0,1,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,661,1,266,3,0.5532105741299458,0.8007450403822418,-0.6759205654325255,-0.9234095937145556
1,83151.0,0,0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,276,3,747,2,-2.3093496759942123,-0.744026145447189,-0.17334429108125174,2.1095080112455604
1,78825.0,0,0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1,250,0,895,1,-4.138760171361276,-0.6640627470872141,2.2855758829014405,-0.5581462778327718
1,65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,676,3,1053,3,-0.7120217349450179,0.5561737889926824,-0.560686967515544,-1.1410776152373503
0,14045.0,1,0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,749,1,20,3,2.698962316026575,-1.5662803829838396,0.04953477223485514,-0.7364651002186107
2,28457.0,0,0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0,294,0,205,1,0.6874107686976468,-1.4500875510583506,1.5468306003634684,1.9292745085277787
0,46310.0,1,0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0,64,0,309,2,0.8111831591991774,0.15891460848576727,1.4823275404841316,2.283362953328375
0,76005.0,0,0,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0,411,3,1722,2,-2.7436093055315616,-0.2501997485653545,-0.2349578916399432,1.6758409971111543
1,58308.0,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,693,2,900,2,-0.16811676742752207,0.4032396650386528,-0.40180392008377086,0.6894732329320339
1,55614.0,0,0,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,689,0,682,1,-1.4164723932219185,-0.8137537875467961,0.4873257824076607,0.9912265983992173
1,59432.0,0,1,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,461,0,663,2,-1.2678058990208683,0.9235781262716032,-0.4373888146392274,0.8173678623755147
0,55563.0,0,1,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,847,0,43,2,0.45091332230115544,-1.266726247004469,-1.271754950621575,-1.7407118892002627
1,78642.0,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,469,3,1816,3,-2.031441179252623,0.6535071909979615,-0.839218817245922,1.2561217810932677
0,65275.0,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,421,1,746,2,-2.2234246952553334,-0.7548014024569665,-0.0991135669503207,-0.676842361556597
0,27203.0,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,152,3,64,4,2.9547787915433257,0.8548418158662215,-0.14642798839042703,1.973449477096941
1,48330.0,0,1,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,677,3,32,3,1.3423379056726286,-0.7428216518635146,-0.8885727536696337,-1.3950419041155306
2,24279.0,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,356,1,263,2,1.1613149030460361,-1.2305818628850518,1.8207731528187117,-0.43898819830921937
1,64355.0,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,229,1,1445,3,-0.7959063668376809,0.7587178412413161,0.8496871487621357,1.2305190659198069
1,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,530,3,46,3,1.2640926835945379,-0.5391231739190431,-0.9738172568247642,0.0747937944498341
0,53653.0,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,185,0,1210,1,-2.6979634508594676,0.49810920138526427,1.743291114938491,0.4884338561682763
0,65665.0,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,401,1,945,3,-2.328484437408441,0.7476084598545426,-1.0770891369207582,0.7336978641766934
0,81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,558,2,1157,1,-3.4524356396515548,-1.4091828049492794,-0.962279348121309,1.163832282356955
0,34935.0,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,530,1,137,2,0.9039504569321141,-1.4726860578933256,0.23089143343636923,0.9938844013105469
1,39665.0,1,0,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,503,3,216,3,1.662941744978177,-0.15526133693066155,0.018869278109935987,1.8991741622067801
0,60152.0,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,445,2,943,2,-2.1935793483125665,0.466213886953677,-0.4860367833275037,-0.8434001134532514
1,89120.0,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,799,3,1924,2,-3.3506233204346265,-1.14659981328201,-1.5269772301124422,0.7916308326718835
1,81169.0,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,462,2,2089,1,-3.900619484662784,-1.045502145745438,0.039318300405745306,0.5883968340847476
0,26095.0,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,539,2,42,2,2.1436125960832992,-1.6741753759650477,0.15989200068621012,1.313167179448265
0,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,593,3,777,2,-1.9242704859386082,-1.2154625227338525,-0.6701152404815082,-0.18657729583989763
1,80184.0,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,726,1,1902,2,-2.9594690600646874,-0.7276353933372042,-0.3666901951502344,-0.9366293599673665
0,30630.0,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,750,0,52,3,2.4205518241201798,-0.1068473975747517,-0.7967639346810159,-0.2755821792652361
1,73454.0,0,0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,726,2,1651,1,-1.9969104398717379,-1.7616931692231919,-0.5364089992419934,1.4759824612178742
0,42691.0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,586,1,358,2,-0.1537253979465283,-1.1207932252792392,0.03453762141764807,0.21620818655971197
0,70503.0,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,266,1,1727,2,-2.027411936183872,-0.5386905201235158,0.4015846138060077,1.4753131284121321
0,25545.0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,214,1,210,3,1.5436214142638154,-0.31396273592088714,2.609058633528349,-0.4035096241866198
0,32880.0,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,95,1,42,3,2.3612426711591197,-0.6756239711234413,1.0517010006287384,1.6936989323752971
1,77863.0,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,689,3,1291,2,-2.6705984444884074,-1.1035251275657432,-0.7759028070105726,-0.4835280861670021
1,50353.0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,941,1,442,2,-0.8401865178481395,-1.7478696584328322,-1.1478593732728,0.08015030582302603
0,61839.0,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,335,2,1895,1,-2.185497585339211,-0.8840580224355481,1.5133611025504785,0.4931098259920503
2,47682.0,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,404,0,521,2,-0.4203607328919839,0.7855008154137746,0.09723239942367448,0.6403592671070436
0,72679.0,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,619,2,1168,2,-2.292280461258573,-0.4045704232451466,-1.5814789487356253,0.22906447123835139
0,65316.0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,472,1,260,4,0.9024576301389424,0.8346492797224757,-1.2676866228768506,-0.02289469964690765
0,28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,526,2,46,2,1.9157131239665874,-1.331430921678549,0.2939738752603034,0.7505349029747314
0,44931.0,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,741,3,96,3,1.0842962559318619,-0.5864288179302363,-1.0850988869470717,-1.4503728444022108
0,76982.0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,769,0,1062,1,-2.4084756274660197,-1.3076979629287797,1.6454332669816965,-1.8487357901843782
2,57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,578,3,232,3,0.06501750189328659,-0.18082490871451298,-1.405666022252494,-0.1630001010732183
1,22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,715,2,76,2,2.1676693603845756,-1.102136471564672,0.26032531084083904,0.7083503606129598
2,25315.0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,550,3,54,3,2.617017825354282,-0.4969143290658316,0.6787929642618273,0.48940215118124814
0,43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,152,0,201,2,0.6129231943031521,0.41327520590451505,0.9534959618355903,0.1162992935127392
1,42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,325,2,406,2,0.5351335890114417,-0.7330367703059054,1.0980690866722889,0.555218294047987
1,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,547,1,1919,2,-3.4715327193318046,-0.6267035187886546,1.7736067053387257,-1.6953485822072416
0,54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,454,3,662,3,-1.1610082695776192,0.6614759391722432,-1.1864623078334107,0.5107005691379564
2,24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,938,1,41,3,2.2008496823776573,-1.4840593759080953,-0.9556367142274753,0.6186016513204993
0,85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,905,0,1600,1,-3.2659404844505193,-2.1889747093962577,0.2939935132823478,-0.942721625231526
0,47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,429,1,134,3,1.4915278924216024,-0.7748051592606789,0.00903740949906013,0.8888511946808564
0,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,749,1,69,4,2.7196453644404075,0.9727634202655703,0.9307008620371847,-1.4000681160377813
1,27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,811,1,21,4,2.8559520579965967,-0.085877707530185,-1.0595703047260037,-1.296968677323604
2,39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,813,2,54,3,1.844349534042478,-0.7263101463544424,-1.7011186494083315,0.21616587176973434
0,21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,939,2,91,2,1.7533313615897541,-1.6840113335078535,1.6638286800691682,-2.129632404557668
1,60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,906,2,526,2,-0.6447173481306281,0.1856857426737165,-1.31935500364207,0.1279175062680203
0,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,466,1,162,2,1.2382441084356917,-1.340827633698702,0.7040719590659478,1.2894963578981056
1,81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,520,1,1008,2,-3.714169059826336,-0.9927488424601731,1.142227984665668,-1.8829437365293646
1,54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,361,2,795,2,-0.7445976218342681,-0.012795357077725703,0.48789454585138137,0.9693521275634338
0,79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,482,1,1772,2,-3.0722101359642418,-0.7715868133911544,-0.17366835758814395,-0.23072043181420357
2,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,425,1,64,2,1.365303691692313,-1.5642718129749869,1.043574359936586,-0.150108636169709
0,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,500,3,1957,3,-2.9197028761420913,0.8580836939236776,0.6237902297880573,-0.10475624822373723
0,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,610,1,78,3,1.8073082747138418,-1.3200513618852032,0.09238933813553771,-1.1940867381723168
0,81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,525,2,1572,1,-3.3826341460724443,-1.369300596249275,-0.5136271063948453,1.2260978855965587
1,48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,489,0,331,2,-0.31999637049558016,0.013423235546903906,-0.07249781619361695,-1.440575259735535
1,52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,910,3,265,3,0.3716529401018242,-0.2582903862158535,-1.821639177284745,-0.5810527702356186
1,29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,548,3,11,4,2.7602125877882404,-0.2150523626352383,-1.128871214164196,0.23229414000164997
0,47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,485,2,21,2,1.2036367668744374,-0.8495535816512602,-0.38378072546482966,0.029885139629195343
0,38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,186,3,17,4,2.735820042066944,0.41303790821608494,0.06869278211458643,-0.1087979002047048
1,38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,750,1,38,4,2.744495246286193,0.1410841691874296,-1.0703980166293456,-0.5382876997731874
2,38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,614,2,177,2,1.7280885874625258,-0.7625630030259035,0.9314557779676,0.16010884583042276
1,64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,366,3,279,3,0.08251847633845398,0.3991248144893141,-0.3940448785017313,-0.2136790230224203
1,36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,399,1,62,3,2.3151111477564443,-0.6325756331727598,0.7890679005634093,0.5757842387986639
0,51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,727,1,182,4,1.9598651179222817,0.9950208466995112,-0.6655823795126392,-1.7140781137613117
1,47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,617,3,75,4,2.103108159544769,0.33834913762456914,-1.1922344680036638,-0.493569443827939
2,47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,651,3,47,4,2.7168562975242017,0.019601951726428774,-0.8720045824852105,-0.08719658445790507
1,27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,463,1,143,2,1.2022020879999082,-1.5873990987512847,0.738148035619187,0.6983531785348933
0,39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,786,3,55,3,2.0475661624174815,-1.1053500653897168,-0.8145038452063008,0.5318885692006634
2,26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,831,3,63,4,2.4268141699458265,0.4217670147113822,-1.1135865306800112,-1.6380838491831433
0,79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,259,0,1867,1,-4.1540306789107895,-0.9171819529801899,2.19360902271485,0.2892922962802512
1,61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,615,1,611,3,-1.3098495719405596,0.46098469770555667,-1.5974153589147027,0.1103245801820265
0,24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,590,3,55,2,1.036581386995521,-2.0345881386556157,-0.6920413129980695,1.8154575828891815
1,39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,337,2,81,2,1.6676989039293286,-0.9715710464280135,2.990118485378282,2.2575616171682524
1,92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,339,1,2086,2,-4.343555215321959,-0.9586630639187436,1.8186241654500976,-0.9621169064116049
1,69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,642,2,1478,1,-3.1690419792822917,-1.6894641461201205,-0.9486576283574283,1.4604964773172928
0,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,753,3,49,3,1.9573949894164586,-1.7470190692402212,-0.646200893647414,-0.9297180788244654
1,59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,671,1,382,2,-1.2945338269996485,-1.708099934273469,-0.8033434773181392,-0.26883583177995896
1,17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,620,3,69,3,2.228946717629097,-0.7277641723133071,2.1130905761182075,-1.2501755076551808
0,23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,292,0,67,2,2.004098253729651,-1.2951307152377587,0.9560316017790166,1.3836431610246944
1,42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,650,1,30,4,2.7916741317400655,0.3156956146372515,-0.4209472583104592,-1.3350200162454873
2,26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,454,1,63,3,2.2391849195664015,-0.7011559683594754,0.8266329853382183,-0.07504265120736622
0,31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,222,3,79,3,2.2247869233127258,0.08854834628600144,0.9169855358456633,1.446704029781646
0,30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,410,2,42,2,1.543437950335776,-0.7163004620544798,0.17025662489989313,-0.12323032314587896
0,72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,618,2,1151,1,-2.643133863230602,-1.688982573207929,-1.01035592359989,1.102117941637821
